name,blurb,goal,pledged,usd_pledged,backers_count,country,currency,created_at,launched_at,deadline,staff_pick,spotlight,creator,is_starrable,state,category,is_liked,is_disliked,url,campaign_day_length
Fight or Flight: 5e Campaign Setting,"A birdy campaign setting for Dungeons & Dragons 5e, with a huge world, new races, enemies, magic items, classes, backgrounds and more!",3000.0,3206.0,4071.15763068,93,GB,GBP,2019-04-13,2019-07-02,2019-08-01,False,True,Ben Norris,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/baronnobody/fight-or-flight-5e-campaign-setting,30
Merlin's March - 20 Levels - D&D 5E & Pathfinder Compatible,"""My worst fears have come to pass. Mordrid has stolen Excalibur and kidnapped Arthur and The Knights of The Round Table.""",500.0,3884.0,3884.0,83,US,USD,2016-03-10,2016-03-11,2016-03-31,False,True,Pathfinder Fanatic,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/90734061/merlins-march-20-levels-dandd-5e-and-pathfinder-co,20
"Lock and Key - A Mini-Book for 5e, PF2, and Savage Worlds","A 5e, PF2, SW mini-supplement about stopping people from stealing your stuff. History, variant locks, monsters, magic items, and more!",300.0,3866.5,3866.5,574,US,USD,2020-11-21,2021-02-23,2021-03-19,False,True,Matthew J. Hanson,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/matthewjhanson/lock-and-key-a-5e-mini-suppliment,24
Retro 1E & 5E Fantasy Mini-Adventure Set,A triple mini-adventure bridge from Roslof Keep to The Curse of Roslof Campaigns in both 1E & 5E gaming formats,3000.0,3865.0,3865.0,171,US,USD,2018-04-04,2018-04-05,2018-04-15,False,True,Scott Taylor,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/563681582/retro-1e-and-5e-fantasy-mini-adventure-set,10
Bounty Hunts Vol 1: Contracts for 5E,"A collection of instant Bounty Hunts for Fifth Edition, designed to easily implement into your campaign!",100.0,3011.0,4019.99986027,355,GB,GBP,2020-08-31,2020-08-31,2020-09-30,False,True,Jason DM,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/jasondm/bounty-hunts-vol-1-contracts-for-5e-dungeons-and-dragons,30
Japanese Mythology for Dungeons & Dragons 5e and Pathfinder,A book of Japanese Mythology designed to help with your world building & character creation.,3000.0,3850.0,3850.0,133,US,USD,2019-10-04,2019-10-07,2019-11-06,False,True,Ty Hulse,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/tyhulse/japanese-and-northeast-asian-mythology-for-5e-and-pathfinder,30
Knight of the Sun. 5e Fantasy TTRPG module.,A 5e RPG module for 3 to 6 characters levels 2 to 4.,2000.0,3828.0,3828.0,168,US,USD,2021-04-21,2021-04-24,2021-05-29,False,True,Mad Hermit Games Publishing,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/1438192867/knight-of-the-sun-5e-fantasy-ttrpg-module,35
"Witchcraft: Magic of Hereva, Printed & More Adventures (5e)","Printed version of the Core Books of Witchcraft: Magic of Hereva, new Adventures, and phone PDFs. For the 5e Dungeons & Dragons.",10000.0,70698.8,3763.126739892,157,MX,MXN,2020-01-24,2020-01-27,2020-02-25,False,True,Xacur,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/xacur/witchcraft-magic-of-hereva-printed-and-more-adventures-5e,29
The Bogey of Brindle - 5E adventure,"A new Fifth Edition RPG adventure module from Lloyd Metcalf and Fail Squad Games. Goblins, hooch, swords and monsters - Oh my!",1200.0,3708.0,3708.0,132,US,USD,2016-06-22,2016-06-29,2016-07-16,False,True,Lloyd Metcalf,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/lmetcalf/the-bogey-of-brindle-5e-adventure,17
Sugar Realms: Candy Golem STL files and a new 5e race,"3d printable files for a new race: the Sucrons, whom adventure around a land full of candy monsters and landscapes!",500.0,3699.5,3699.5,178,US,USD,2019-10-09,2019-10-29,2019-11-28,True,True,Axolote Gaming,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/1365144247/sugar-realms-candy-golem-stl-files-and-a-new-5e-race,30
Citadel of Terror - An Adventure for 5E and 1st/2nd Ed.,Citadel of Terror is a starting 5E or 1st/2nd Ed. adventure module set in the new World of Darknoth.,500.0,3687.0,3687.0,102,US,USD,2019-01-29,2019-02-12,2019-03-14,False,True,New Comet Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/newcometgames/citadel-of-terror-an-adventure-for-5e-and-1st-2nd,30
5E Inspired by the National Parks,"Is it true there is a primordial below Yellowstone? 20 encounters in US National Parks, with battle maps, monsters and voice acting.",3000.0,3680.0,3680.0,129,US,USD,2021-02-01,2021-02-24,2021-03-25,False,True,John Lemay,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/thucydides/5e-inspired-by-the-national-parks,29
Fosc Anansi - RPG Adventure Module - 1E & 5E,"A 1E & 5E adventure module for 4-6 6th level characters. Face the horrors of giant arachnids, the deadly dark elves, and a god.",1000.0,3672.0,3672.0,141,US,USD,2017-01-19,2017-02-26,2017-03-13,False,True,Lloyd Metcalf,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/lmetcalf/fosc-anansi-rpg-adventure-module-1e-and-5e,15
SHOTGLASS ROUNDS - 5e Adventures in PDF,"3 x PDF Adventures for DnD 5e - each comes with the adventure, 2 new monsters, 2 new magic items, and  grid and grid-less maps",1000.0,4823.32,3562.2353001432,260,AU,AUD,2020-11-24,2020-11-29,2020-12-14,False,True,Laidback Dungeon Master,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/laidbackdm/shotglass-rounds-pdf-adventures-for-5e,15
Dublin & Dragons,"Dublin & Dragons is Ireland's first D&D 5e actual play webseries, filmed with high production values, in a homebrew setting.",2500.0,3140.0,3552.0281624,87,IE,EUR,2019-02-18,2019-02-19,2019-03-21,False,True,Orla ní Dhúill,False,successful,Webseries,False,False,https://www.kickstarter.com/projects/259825226/dublin-and-dragons,30
THEORYCRAFT: D&D 5e Character Development Planner (DnD 5th),AMAZING - This DUNGEONS & DRAGONS Character Development Planner is what you need to THEORYCRAFT & optimise ALL your character concepts!,500.0,2765.0,3692.91013805,128,GB,GBP,2020-08-10,2020-09-01,2020-10-31,False,True,THEORYCRAFT,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/theorycraft-5e/theorycraft-character-development-planner,60
Dark Obelisk: Druid Enclave (Pathfinder/5E RPG City Setting),"A richly-detailed RPG city campaign setting, the Druid Enclave from Dark Obelisk 2 has NPCs, Quests, lore, >100 maps, and much more!",1500.0,3574.0,3574.0,98,US,USD,2017-01-27,2017-07-11,2017-08-14,False,True,J. Evans Payne,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/infiniumgamestudio/dark-obelisk-druid-enclave-pathfinder-5e-rpg-city,34
They Came at Night (5e adventure for 3rd level characters),"The party is abducted by aliens, crash lands on a distant planet, and must find a way back home.",500.0,3562.0,3562.0,387,US,USD,2020-09-07,2020-09-23,2020-10-02,False,True,Andy Hand,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/lornkeep/they-came-at-night-5e-adventure-for-3rd-level-characters,9
Prior Lives: Time-Travel NPC Past Adventures (Pathfinder/5E),"Venture into the past with complete time-manipulation rules, dozens of rich character adventures, time-travel spells, items, & more.",3500.0,3560.0,3560.0,39,US,USD,2018-05-24,2019-06-25,2019-07-25,False,True,J. Evans Payne,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/infiniumgamestudio/prior-lives-time-travel-npc-past-adventures-pathfinder-5e,30
Design Camp 2 - The Conversion!,"This season, we're focusing on adventure design as well as learning to convert to both Pathfinder and 5e!",2100.0,3552.0,3552.0,103,US,USD,2017-09-11,2017-10-02,2017-11-01,False,True,Jaye Sonia,False,successful,Games,False,False,https://www.kickstarter.com/projects/stormbunny/design-camp-2-the-conversion,30
"Mithos Manor, A 5E Adventure.",A 5E D&D (Dungeons and Dragons) Adventure,100.0,3519.0,3519.0,234,US,USD,2018-12-20,2019-02-01,2019-03-01,False,True,Tim P. GMing,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/timpgming/mithos-manor-a-5e-adventure,28
Dimgaard Vol. XV - 5E DnD Adventures,10 5th edition adventures comprising 2 story arcs with bonus supplements: Champion CR0-20 & 15th level Encounter Gallery/Side quests,30.0,3514.0,3514.0,133,US,USD,2017-01-26,2017-01-27,2017-02-26,False,True,Dan Hass,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/dimgaard/dimgaard-vol-xv-5e-dnd-adventures,30
Gnimsh & Gnumsh's Book of Marvelous Mixtures (DnD 5e),"The greatest collection of Cocktails, Taverns info (and related), NPC's, quests etc. All recipes can be made at home! (5E compatible)",750.0,3122.0,3491.05711472,153,NL,EUR,2019-05-19,2019-05-29,2019-07-08,False,True,Stefan van Dockum,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/243542578/gnimsh-and-gnumshs-book-of-marvelous-mixtures-dnd-5e,40
In Darkness Delve Vol. 1: DnD 5E Adventures for Levels 1-10,"Demons galore in these five adventures for your 5th edition campaign. New stories, creatures, maps and magic to spice up any campaign!",3000.0,3502.0,3502.0,105,US,USD,2017-08-30,2017-09-07,2017-10-05,False,True,Michael Cerny,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/298854994/in-darkness-delve-vol-1-dnd-5e-adventures-for-leve,28
"Good Little Children Never Grow Up - 5e, PF2e, SWADE","Rescue kidnapped children from a haunted orphanage. An adventure for 5e, Pathfinder 2e, and Savage Worlds. In time for Halloween!",800.0,3478.0,3478.0,367,US,USD,2021-07-05,2021-08-24,2021-09-16,False,True,Matthew J. Hanson,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/matthewjhanson/good-little-children-never-grow-up-5e-pf2e-swade,23
The Hunt for Sunblade Tower,"5e wilderness adventure with a compelling storyline, original creatures, new spells and detailed inclusive NPCs",500.0,2477.0,3400.08127223,110,GB,GBP,2021-03-05,2021-03-25,2021-04-22,False,True,Awfully Queer Heroes,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/awfullyqueerheroes/the-hunt-for-sunblade-tower,28
Descent into Mirefen: A D&D 5e Adventure,An original level 5-7 adventure made for D&D 5e: Within Mirefen’s bog is a ruined temple. What horrific magic wends through the waters?,500.0,3449.5,3449.5,321,US,USD,2019-04-14,2019-04-16,2019-05-10,False,True,William Murakami-Brundage,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/482738549/descent-into-mirefen-a-dandd-5e-adventure,24
The Eastmere Lands - D&D 5e Campaign Setting,"Over 120 pages of inspiration for your D&D campaigns, along with a whole heap of fun player options & additional rules.",600.0,2557.0,3310.03665342,98,GB,GBP,2020-10-02,2020-11-02,2020-12-03,False,True,Shaun M Vale,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/shaunmvale/the-eastmere-lands-dandd-5e-campaign-setting,31
The Fall of Mith: Aeteum,"The sequel to the successful Kickstartered 5E adventure, Fall of Mith: Mithos Manor and the Siege. Also compatible with any campaign.",2000.0,3413.0,3413.0,211,US,USD,2020-06-22,2020-07-01,2020-08-01,False,True,Tim P. GMing,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/timpgming/the-fall-of-mith-aeteum,31
The Fall of Mith: Treason,"The sequel to three successful Kickstartered 5E adventures, Fall of Mith series.",2000.0,3407.0,3407.0,150,US,USD,2021-02-18,2021-04-01,2021-05-01,False,True,Tim P. GMing,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/timpgming/the-fall-of-mith-treason,30
NPC reference cards for 5e DnD - by OffHand,NPC and story hook reference cards for all GMs who need a little nudge in the right direction for their D&D 5e game.,2000.0,2418.0,3320.2336596,67,GB,GBP,2021-04-08,2021-04-14,2021-05-14,False,True,OffHand,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/ontheflygmref/offhand-gm-reference-cards,30
"Witchcraft: Magic of Hereva, a 5e Supplement",A 5e Supplement for Witches Characters from the World of Hereva. Based on the web comics Pepper & Carrot.,5000.0,66068.8,3401.797943936,256,MX,MXN,2019-08-10,2019-08-15,2019-09-09,False,True,Xacur,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/xacur/witchcraft-magic-of-hereva-a-5e-supplement,25
GHOSTS OF CASTLE NEVERMORE - D&D 5e & Pathfinder Compatible!,D&D 5e and Pathfinder Compatible Fantasy RPG Adventure. 14-DAY Campaign Based on The Short Stories of EDGAR ALLAN POE. For Levels 1-20.,1000.0,3344.0,3344.0,83,US,USD,2018-09-11,2018-10-17,2018-11-16,False,True,Matthew A. Bogdan,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/bookofdarksecrets/ghosts-of-castle-nevermore-dandd-5e-and-pathfinder,30
Dungeons & Dragons 5E Module: The Dwarven Smith's Tome,Places by the Way #5: The Dwarven Smith's Tome is a location module for Dungeons & Dragons 5E published by Ramen Sandwich Press,500.0,3323.0,3323.0,120,US,USD,2018-04-01,2018-04-04,2018-05-04,False,True,Douglas Sun,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/660432492/dungeons-and-dragons-5e-module-the-dwarven-smiths,30
Aquilae: Bestiary of the Realm for Pathfinder Second Edition,"The largest, most ambitious fantasy RPG bestiary ever conceived: 6,400 complete statblocks of 1,600 monsters, for Pathfinder 2E/5E/P1E.",3000.0,3313.0,3313.0,25,US,USD,2019-08-27,2019-09-23,2019-10-23,False,True,J. Evans Payne,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/infiniumgamestudio/aquilae-bestiary-of-the-realm-for-pathfinder-second-edition,30
Retro 1E & 5E Fantasy Mini-Adventure Set 2,A triple mini-adventure bridge set for the middle levels of The Curse of Roslof Campaign in both 1E & 5E gaming formats,500.0,3272.0,3272.0,121,US,USD,2018-12-31,2019-01-01,2019-01-16,False,True,Scott Taylor,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/563681582/retro-1e-and-5e-fantasy-mini-adventure-set-2,15
"The Fading Embers Setting Primer, for 5e DnD","An introductory guide to Fading Embers: a Frozen Age, a game setting in 5th edition, to be published under the Open Gaming License.",2000.0,3249.0,3249.0,159,US,USD,2020-04-23,2020-05-01,2020-06-01,False,True,John Yackel,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/valiantfoxgaming/the-fading-embers-setting-primer-0,31
Hypercorps 2099 Wasteland: 5th Edition Apocalyptic RPG (5E),Venture into the ruins of civilization! Fight nuclear fallout and wild warlords! Try to survive and thrive in Earth's atomic twilight!,3000.0,3240.0,3240.0,97,US,USD,2016-11-21,2016-11-29,2016-12-18,False,True,Mike Myler,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/verantheacodex/hypercorps-2099-wasteland-5th-edition-apocalyptic,19
SHOTGLASS ROUNDS: Round 2 - More PDF Adventures for 5e,Three more amazing One-Shot PDF Adventures for DnD 5e!,1000.0,4182.32,3245.0617952376,237,AU,AUD,2021-02-09,2021-02-14,2021-03-01,False,True,Laidback Dungeon Master,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/laidbackdm/shotglass-rounds-round-2-more-pdf-adventures-for-5e,15
Irena's Guide to Intrigue and Illusion,A 5e 'zine about courtly intrigue and the social pillar,500.0,3232.0,3232.0,210,US,USD,2021-02-26,2021-03-16,2021-03-31,False,True,Chamomile Has A Project,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/458886079/irenas-guide-to-intrigue-and-illusion,15
Of Drow Origin (module),"A 5E compatible story where characters find their past getting in the way of their present. Intrigue, roleplaying, and PVP focused.",2700.0,3228.0,3228.0,71,US,USD,2016-11-13,2016-11-17,2016-12-17,False,True,Randy Aitken,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/1065541321/of-drow-origin-module,30
5e Condition Cards and Tokens by artist Phil Stone!,VI.Games and Artist Phil Stone are creating Cards and Miniature Tokens for 5e Conditions.,2000.0,3228.0,3228.0,97,US,USD,2021-04-07,2021-07-20,2021-08-19,False,True,VI Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/vigames/5e-condition-cards-and-tokens-by-artist-phil-stone,30
Micro Dungeons for DnD - $1 USD,Ready to play micro dungeon crawling set for 5E D&D,1000.0,64790.8,3225.685783236,2880,MX,MXN,2021-07-21,2021-07-27,2021-08-11,False,True,Guillermo Buenfil,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/dnd5e/micro-dungeons-for-dnd-1-usd,15
